"X","Class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","print","population","habitat"
238,"Edible","b","y","y","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
239,"Edible","x","y","y","t","Fishy","f","c","b","n","e","r","s","y","w","w","p","w","o","p","Buff","s","g"
240,"Edible","f","y","y","t","Almonds","f","c","b","p","e","r","s","y","w","w","p","w","o","p","Buff","s","p"
241,"Edible","f","y","y","t","Almonds","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Buff","y","p"
242,"Edible","x","s","w","t","Fishy","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
243,"Edible","x","s","w","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
244,"Poisonous","x","s","w","t","None","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Buff","v","u"
245,"Edible","f","f","w","t","Almonds","f","w","n","p","t","b","s","s","w","w","p","w","o","p","Purple","v","d"
246,"Edible","x","s","w","t","Fishy","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
247,"Edible","x","s","w","t","Fishy","f","w","n","p","t","b","s","s","w","w","p","w","o","p","Purple","v","d"
248,"Edible","x","y","w","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
249,"Edible","f","y","y","t","Fishy","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Buff","y","p"
250,"Edible","x","s","n","f","Musty","f","w","b","p","t","e","f","s","w","w","p","w","o","e","Buff","s","g"
251,"Edible","f","y","y","t","Almonds","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Chocolate","y","g"
252,"Poisonous","x","s","n","t","None","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Chocolate","s","g"
253,"Edible","s","f","n","f","Musty","f","c","n","g","e","e","s","s","w","w","p","w","o","p","Chocolate","v","u"
254,"Edible","b","y","y","t","Fishy","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
255,"Edible","b","s","w","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
256,"Edible","b","y","w","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
257,"Edible","f","f","n","f","Musty","f","c","n","k","e","e","s","s","w","w","p","w","o","p","Chocolate","v","u"
258,"Edible","x","s","w","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Buff","n","m"
259,"Edible","b","y","w","t","Fishy","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Buff","n","g"
260,"Edible","b","y","w","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
261,"Edible","f","y","n","t","Fishy","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Chocolate","s","g"
262,"Poisonous","x","y","w","t","None","f","c","n","k","e","e","s","s","w","w","p","w","o","p","Buff","v","g"
263,"Edible","x","s","w","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","n","g"
264,"Edible","x","y","w","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
265,"Edible","f","f","w","t","Fishy","f","w","n","w","t","b","s","s","w","w","p","w","o","p","Purple","v","d"
266,"Edible","f","f","g","f","Musty","f","c","n","g","e","e","s","s","w","w","p","w","o","p","Buff","v","u"
267,"Edible","f","s","g","f","Musty","f","w","b","p","t","e","s","s","w","w","p","w","o","e","Buff","a","g"
268,"Edible","x","y","y","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
269,"Edible","b","s","w","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
270,"Poisonous","f","y","n","t","None","f","c","n","w","e","e","s","s","w","w","p","w","o","p","Buff","s","u"
271,"Edible","x","s","w","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","n","m"
272,"Poisonous","f","s","n","t","None","f","c","n","w","e","e","s","s","w","w","p","w","o","p","Buff","v","u"
273,"Edible","x","y","w","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
274,"Edible","x","y","y","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
275,"Edible","f","y","y","t","Almonds","f","c","b","n","e","r","s","y","w","w","p","w","o","p","Chocolate","s","p"
276,"Edible","x","y","n","t","Almonds","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Chocolate","s","p"
277,"Edible","f","y","n","t","Almonds","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Chocolate","y","g"
278,"Edible","x","y","w","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
279,"Edible","f","f","n","f","Musty","f","w","b","h","t","e","s","s","w","w","p","w","o","e","Buff","s","g"
280,"Edible","x","s","y","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
281,"Poisonous","x","y","w","t","None","f","c","n","w","e","e","s","s","w","w","p","w","o","p","Chocolate","s","g"
282,"Edible","b","y","y","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
283,"Edible","s","f","n","f","Musty","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Chocolate","v","u"
284,"Edible","x","s","y","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
285,"Edible","b","y","w","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","n","m"
286,"Edible","f","y","n","t","Almonds","f","c","b","n","e","r","s","y","w","w","p","w","o","p","Buff","s","g"
287,"Edible","b","y","y","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
288,"Edible","b","y","w","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
289,"Edible","x","y","n","t","Fishy","f","c","b","n","e","r","s","y","w","w","p","w","o","p","Chocolate","y","p"
290,"Edible","f","f","g","f","Musty","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Chocolate","y","u"
291,"Edible","x","f","g","f","Musty","f","c","n","g","e","e","s","s","w","w","p","w","o","p","Buff","y","u"
292,"Edible","b","y","y","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
293,"Edible","x","s","y","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
294,"Edible","b","y","w","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
295,"Edible","x","s","w","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
296,"Edible","b","s","y","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
297,"Edible","x","s","y","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
298,"Edible","x","f","g","f","Musty","f","w","b","p","t","e","f","f","w","w","p","w","o","e","Buff","s","g"
299,"Edible","f","s","y","t","Almonds","f","w","n","p","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
300,"Poisonous","x","y","w","t","None","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Buff","s","g"
301,"Edible","x","f","w","f","Musty","f","w","b","k","t","e","f","s","w","w","p","w","o","e","Buff","a","g"
302,"Edible","b","y","w","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
303,"Edible","x","s","y","t","Fishy","f","w","n","w","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
304,"Edible","b","y","w","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
305,"Edible","x","y","w","t","Fishy","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
306,"Edible","x","f","n","t","Musty","f","c","b","p","t","b","s","s","g","p","p","w","o","p","Chocolate","y","d"
307,"Edible","b","y","w","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
308,"Edible","x","s","y","t","Fishy","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
309,"Edible","f","y","n","t","Almonds","f","c","b","p","e","r","s","y","w","w","p","w","o","p","Buff","y","g"
310,"Edible","x","f","w","f","Musty","f","w","b","n","t","e","s","s","w","w","p","w","o","e","Chocolate","s","g"
311,"Edible","x","s","y","t","Fishy","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
312,"Poisonous","x","y","w","t","None","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Chocolate","v","g"
313,"Edible","x","y","y","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
314,"Edible","x","f","w","t","Almonds","f","w","n","p","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
315,"Edible","b","s","y","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","n","g"
316,"Poisonous","x","y","w","t","None","f","c","n","k","e","e","s","s","w","w","p","w","o","p","Buff","v","u"
317,"Edible","x","s","y","t","Almonds","f","w","n","w","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
318,"Edible","x","y","w","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","n","m"
319,"Edible","x","f","w","t","Fishy","f","w","n","n","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
320,"Edible","f","s","w","t","Fishy","f","w","n","w","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
321,"Edible","x","y","y","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
322,"Edible","f","f","y","t","Almonds","f","w","n","w","t","b","s","s","w","w","p","w","o","p","Purple","v","d"
323,"Edible","x","s","w","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
324,"Edible","b","y","y","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
325,"Edible","x","y","n","t","Fishy","f","c","b","p","e","r","s","y","w","w","p","w","o","p","Chocolate","s","p"
326,"Edible","b","y","w","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","n","g"
327,"Edible","x","s","y","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
328,"Poisonous","x","y","n","t","None","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Chocolate","v","u"
329,"Edible","b","s","y","t","Fishy","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Buff","n","g"
330,"Edible","b","y","w","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Buff","n","g"
331,"Poisonous","x","y","n","t","None","f","c","n","w","e","e","s","s","w","w","p","w","o","p","Buff","v","u"
332,"Edible","b","s","w","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
333,"Edible","b","y","y","t","Fishy","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
334,"Edible","b","y","y","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","s","g"
335,"Edible","x","y","w","t","Fishy","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","n","g"
336,"Edible","x","f","n","t","Musty","f","c","b","p","t","b","s","s","p","w","p","w","o","p","Buff","y","d"
337,"Edible","x","y","n","t","Almonds","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Buff","y","g"
338,"Edible","b","s","y","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
339,"Edible","x","f","g","f","Musty","f","c","n","g","e","e","s","s","w","w","p","w","o","p","Chocolate","v","u"
340,"Edible","x","y","n","t","Fishy","f","c","b","n","e","r","s","y","w","w","p","w","o","p","Buff","y","g"
341,"Edible","x","s","w","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
342,"Edible","b","y","w","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","n","g"
343,"Edible","x","s","y","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
344,"Edible","f","f","y","t","Almonds","f","w","n","p","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
345,"Edible","b","y","y","t","Fishy","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
346,"Edible","x","f","n","f","Musty","f","w","b","n","t","e","s","f","w","w","p","w","o","e","Chocolate","a","g"
347,"Edible","x","f","y","t","Fishy","f","w","n","n","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
348,"Edible","x","s","y","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
349,"Edible","f","s","g","f","Musty","f","w","b","n","t","e","s","f","w","w","p","w","o","e","Buff","s","g"
350,"Edible","x","f","n","f","Musty","f","c","n","g","e","e","s","s","w","w","p","w","o","p","Chocolate","y","u"
351,"Edible","f","s","g","f","Musty","f","w","b","h","t","e","f","f","w","w","p","w","o","e","Chocolate","a","g"
352,"Edible","f","y","n","t","Almonds","f","c","b","p","e","r","s","y","w","w","p","w","o","p","Chocolate","s","p"
353,"Edible","b","y","w","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
354,"Edible","b","s","y","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
355,"Edible","x","y","y","t","Fishy","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Buff","s","p"
356,"Edible","s","f","g","f","Musty","f","c","n","g","e","e","s","s","w","w","p","w","o","p","Chocolate","v","u"
357,"Edible","f","y","n","t","Almonds","f","c","b","p","e","r","s","y","w","w","p","w","o","p","Chocolate","y","p"
358,"Poisonous","x","y","n","t","None","f","c","n","k","e","e","s","s","w","w","p","w","o","p","Buff","s","u"
359,"Edible","x","y","y","t","Almonds","f","c","b","p","e","r","s","y","w","w","p","w","o","p","Chocolate","y","p"
360,"Edible","x","y","y","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
361,"Edible","x","f","n","f","Musty","f","w","b","h","t","e","s","f","w","w","p","w","o","e","Chocolate","s","g"
362,"Edible","x","f","n","f","Musty","f","w","b","p","t","e","f","f","w","w","p","w","o","e","Buff","a","g"
363,"Edible","f","s","n","f","Musty","f","w","b","k","t","e","f","s","w","w","p","w","o","e","Buff","a","g"
364,"Edible","f","y","n","t","Almonds","f","c","b","n","e","r","s","y","w","w","p","w","o","p","Chocolate","s","p"
365,"Edible","x","s","y","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Buff","n","g"
366,"Edible","f","f","n","f","Musty","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Buff","v","u"
367,"Edible","x","y","y","t","Almonds","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Chocolate","s","p"
368,"Edible","x","f","y","t","Almonds","f","w","n","p","t","b","s","s","w","w","p","w","o","p","Purple","v","d"
369,"Edible","b","y","y","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","n","g"
370,"Edible","x","f","g","f","Musty","f","w","b","n","t","e","s","s","w","w","p","w","o","e","Buff","s","g"
371,"Edible","x","y","y","t","Almonds","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Chocolate","s","g"
372,"Edible","f","y","n","t","Fishy","f","c","b","n","e","r","s","y","w","w","p","w","o","p","Buff","y","g"
373,"Edible","x","s","y","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
374,"Edible","s","f","n","f","Musty","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Chocolate","y","u"
375,"Edible","x","s","w","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
376,"Edible","b","s","w","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","n","g"
377,"Edible","s","f","n","f","Musty","f","c","n","k","e","e","s","s","w","w","p","w","o","p","Buff","y","u"
378,"Edible","b","y","y","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
379,"Edible","x","y","y","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","n","g"
380,"Edible","b","y","y","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","s","g"
381,"Poisonous","x","y","n","t","None","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Buff","s","u"
382,"Edible","x","s","w","f","Musty","f","w","b","k","t","e","f","s","w","w","p","w","o","e","Chocolate","s","g"
383,"Edible","x","y","w","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
384,"Edible","b","s","w","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","n","g"
385,"Edible","x","f","n","t","Musty","f","c","b","n","t","b","s","s","g","w","p","w","o","p","Chocolate","y","d"
386,"Poisonous","x","s","n","t","None","f","c","n","w","e","e","s","s","w","w","p","w","o","p","Chocolate","s","u"
387,"Edible","x","y","n","t","Fishy","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Buff","y","p"
388,"Edible","x","s","n","f","Musty","f","w","b","n","t","e","s","s","w","w","p","w","o","e","Buff","a","g"
389,"Edible","b","y","y","t","Fishy","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","n","m"
390,"Edible","x","s","y","t","Almonds","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
391,"Edible","b","s","y","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
392,"Edible","x","s","y","t","Fishy","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Buff","n","m"
393,"Edible","b","y","w","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Chocolate","n","g"
394,"Edible","x","f","g","f","Musty","f","c","n","k","e","e","s","s","w","w","p","w","o","p","Chocolate","v","u"
395,"Edible","f","y","n","t","Almonds","f","c","b","w","e","r","s","y","w","w","p","w","o","p","Buff","s","g"
396,"Edible","x","f","g","f","Musty","f","w","b","h","t","e","f","f","w","w","p","w","o","e","Chocolate","a","g"
397,"Edible","x","s","w","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Chocolate","n","m"
398,"Edible","x","y","y","t","Fishy","f","c","b","w","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
